B_avg_DISTANCE_landed,R_avg_opp_SIG_STR_pct,R_age,B_avg_CTRL_time(seconds),B_avg_opp_SIG_STR_pct,B_avg_HEAD_att,B_avg_opp_LEG_att,B_age,B_avg_DISTANCE_att,R_losses,R_avg_opp_HEAD_landed,R_avg_opp_LEG_att,R_avg_LEG_att,B_avg_GROUND_att,R_avg_GROUND_landed,R_avg_opp_BODY_landed,R_avg_SUB_ATT,R_avg_opp_DISTANCE_att,R_avg_BODY_landed,R_avg_opp_CTRL_time(seconds)
32.734375,0.401181640625,35.0,91.359375,0.42078125,65.9375,12.4375,32.0,73.53125,5.0,39.1767578125,7.05615234375,7.66748046875,19.90234375,5.5029296875,10.02197265625,0.0078125,126.8125,10.1669921875,16.85302734375
5.0,0.449794921875,33.0,74.0,0.3,17.0,8.0,27.0,9.0,4.0,17.90576171875,11.40673828125,12.2958984375,5.0,6.451171875,6.9033203125,0.62548828125,62.59375,9.396484375,63.4423828125
4.25,0.28,25.0,37.0,0.4271875,12.65625,0.625,33.0,8.65625,0.0,11.0,2.0,2.0,4.71875,7.0,7.0,1.0,50.0,4.0,0.0
10.0,0.56,23.0,0.0,0.49,31.0,4.0,26.0,36.0,0.0,5.0,1.0,5.0,0.0,13.375,3.0,0.0,7.0,1.0,209.0
31.020263671875,0.56,38.0,290.537841796875,0.31755615234375,67.48681640625,7.54052734375,26.0,76.282470703125,5.0,25.90797018259764,3.5233625853434205,8.882868766784668,4.5654296875,9.20765683427453,13.3203125,0.0007973415777087,47.93009267281741,7.614044276066124,205.3203643290326
33.5,0.445,31.0,26.1953125,0.442265625,77.328125,13.8046875,30.0,87.421875,1.0,36.75,9.75,13.25,1.140625,1.5,10.5,0.0,100.75,9.5,148.25
15.5,0.4712499999999999,34.0,105.5703125,0.44,47.5,1.875,30.0,50.53125,3.0,41.5,13.46875,13.46875,11.0,3.0,8.09375,0.0,126.8125,13.96875,52.46875
44.203125,0.41681396484375,37.0,240.73046875,0.41748046875,89.734375,5.6796875,33.0,88.408203125,5.0,31.925537109375,14.3125,0.98193359375,5.533203125,0.327880859375,7.857666015625,0.254638671875,126.8125,6.041259765625,39.316650390625
40.0,0.56,34.0,118.0,0.25,107.96875,2.0,27.0,105.0,0.0,8.5,1.5,3.0,18.0,8.0,3.5,0.0,20.0,2.0,239.5
45.625,0.56,30.0,45.55140686035156,0.4279747009277344,107.96875,9.6231689453125,35.0,121.9296875,0.0,9.0,8.0,4.5,0.074554443359375,13.375,8.0,1.0,27.46875,7.0,121.51883697509766
21.625,0.56,31.0,79.75,0.27375,59.75,2.125,34.0,66.75,1.0,41.5,14.0,6.0,3.875,0.0,13.0,0.0,54.0,5.0,290.829833984375
45.625,0.275,25.0,55.710731506347656,0.3174176025390625,107.96875,10.445564270019531,31.0,121.9296875,1.0,6.375,3.5,3.375,3.3182296752929688,5.25,3.625,0.0,38.125,3.625,21.5
19.0,0.44,31.0,34.0,0.5,62.0,0.0,26.0,70.0,2.0,41.5,6.0,15.21160888671875,0.0,3.5,13.3203125,0.0,126.8125,6.0,216.5
25.0,0.4175,26.0,195.5,0.4375,57.0,5.0,30.0,72.5,2.0,35.25,6.75,7.5,6.25,3.5,10.125,0.0,88.75,5.25,67.0
45.625,0.3406982421875,28.0,158.0,0.52,107.96875,7.0,24.0,121.9296875,5.0,41.5,14.3125,11.23052978515625,7.75,3.33843994140625,11.06072998046875,0.0111083984375,126.8125,12.9349365234375,76.28778076171875
25.0,0.3238952484726906,41.0,18.25,0.4025,66.5,5.5,33.0,61.75,5.0,41.5,14.3125,0.6951867789030075,5.0,2.1503220796585083,4.330299697816372,0.0785629004240036,126.8125,0.779301293194294,161.99465295672417
24.5,0.4254687499999999,35.0,216.5,0.475,62.75,12.75,25.0,63.0,4.0,9.875,4.484375,3.453125,6.25,4.015625,4.171875,0.5,31.953125,4.53125,275.546875
45.625,0.3590625,36.0,78.0,0.31,46.0,2.0,28.0,86.0,3.0,16.796875,5.328125,6.5625,0.0,2.8125,7.484375,0.625,62.53125,7.4375,290.829833984375
28.797939777374268,0.42,24.0,28.40359926223755,0.5788558912277222,75.01656913757324,4.030196189880371,35.0,76.89976739883423,1.0,41.5,0.0,1.0,4.044423580169678,0.0,12.0,0.0,126.8125,4.0,5.0
19.234375,0.4063907623291015,38.0,38.171875,0.60046875,54.71875,13.34375,29.0,54.125,5.0,32.41513633728027,1.9269890785217283,2.273223876953125,2.890625,0.5927085876464844,9.929235935211182,0.0,86.41446161270142,5.582094192504883,11.192423820495604
12.408447265625,0.4812499999999999,27.0,44.1990966796875,0.531920166015625,39.1021728515625,2.32666015625,31.0,35.3731689453125,1.0,22.25,2.0,3.75,8.5047607421875,1.75,11.25,0.0,60.5,13.96875,36.625
33.5,0.5349999999999999,37.0,78.5,0.32,100.0,1.703125,23.0,104.5,1.0,13.0,11.0,1.25,3.56640625,9.0,4.5,0.5,40.5,3.0,136.25
7.5,0.211875,25.0,44.0,0.415,37.75,1.25,33.0,33.25,2.0,2.0625,1.0625,2.6875,1.25,6.625,0.9375,0.875,9.25,1.5,39.5
0.25,0.385,23.0,188.375,0.51375,9.5,1.5,32.0,1.875,2.0,18.625,2.0625,15.21160888671875,7.375,4.5625,2.1875,0.75,41.8125,6.4375,269.3125
31.947529077529907,0.5179909515380859,35.0,175.515127658844,0.3311909127235413,65.93176603317261,9.708465337753296,33.0,71.77913284301758,5.0,41.5,11.107406616210938,2.071479797363281,11.00376796722412,1.3825302124023438,13.3203125,0.0,126.8125,13.96875,75.38925170898438
7.75,0.1923437499999999,28.0,66.0,0.495,38.0,5.25,28.0,37.75,2.0,8.046875,0.3828125,5.234375,6.5,13.1875,1.6875,1.078125,27.7421875,9.8359375,53.6640625
9.5625,0.56,34.0,349.5,0.32,68.5,9.4736328125,30.0,27.0,5.0,15.75,6.09375,15.21160888671875,10.0,12.21875,13.3203125,0.15625,19.546875,4.71875,189.8125
36.328125,0.21,25.0,349.5,0.605,88.162109375,13.8046875,23.0,86.0,0.0,13.0,4.0,4.0,17.9375,13.375,1.0,0.0,72.0,9.0,28.0
14.25,0.3712890625,30.0,112.25,0.255,50.75,7.25,27.0,51.25,1.0,7.265625,7.8984375,15.21160888671875,4.25,5.60546875,9.125,0.5859375,58.68359375,13.96875,255.125
4.0,0.3575,27.0,349.5,0.525,49.0,0.5,27.0,8.5,0.0,8.78125,12.75390625,5.953125,19.90234375,13.375,3.5,0.0,20.154296875,9.396484375,91.25
9.5625,0.4945013427734375,36.0,44.1990966796875,0.3,48.0,3.40625,29.0,35.0,5.0,23.90435791015625,9.79266357421875,15.21160888671875,9.0,1.04437255859375,9.7684326171875,0.00408935546875,71.42626953125,7.988037109375,91.47991943359376
18.125,0.085,25.0,181.875,0.3625,50.125,6.75,23.0,40.875,0.0,5.0,4.5,4.0,6.75,6.5,1.0,0.5,42.0,1.0,0.0
13.5,0.38,30.0,92.3125,0.605,34.140625,6.25,26.0,27.0,0.0,7.0,3.0,2.0,4.0,2.0,5.0,1.0,2.0,11.0,0.0
45.625,0.41,28.0,2.0,0.4,107.96875,13.8046875,20.0,121.9296875,0.0,15.75,7.0,1.0,2.0,0.0,5.25,0.0,48.0,2.765625,283.5
32.06034278869629,0.3621772003173828,33.0,78.45523643493652,0.5360130882263183,51.85980415344238,11.38465690612793,35.0,66.7377872467041,5.0,30.76252174377441,8.680695533752441,14.464098930358888,10.062015533447266,2.494500160217285,8.436297416687012,0.2656517028808594,107.419415473938,9.00620174407959,244.14064502716064
32.0,0.56,27.0,88.0,0.44,64.0,3.0,35.0,65.0,4.0,41.5,2.453125,3.52734375,0.0,1.328125,6.8046875,1.125,48.9296875,5.9296875,290.829833984375
13.65625,0.29765625,30.0,107.8828125,0.553359375,34.140625,4.90625,27.0,36.1484375,2.0,18.828125,13.171875,1.890625,3.71875,0.546875,3.53125,1.125,126.8125,3.8125,79.453125
36.490234375,0.3874999999999999,25.0,60.0,0.56875,76.75,5.25,29.0,103.0,1.0,19.25,3.75,3.25,2.5,13.0,4.5,1.125,48.25,3.0,53.0
26.5,0.45705078125,29.0,184.90625,0.4028125,68.15625,8.78125,29.0,104.3125,4.0,11.7822265625,7.82470703125,13.144287109375,7.625,0.537353515625,6.317626953125,0.0,50.536376953125,6.24072265625,113.846923828125
32.59291458129883,0.4846875,33.0,28.40359926223755,0.365,51.85980415344238,6.0,27.0,79.640625,2.0,17.84375,1.59375,3.59375,1.75,9.59375,2.625,0.09375,38.59375,5.90625,53.03125
14.0,0.56,27.0,187.5,0.415,40.25,4.5,26.0,32.0,1.0,9.5,5.0,8.5,2.5,1.5,2.5,0.0,15.0,7.0,290.829833984375
42.3203125,0.456875,39.0,75.0703125,0.46037109375,91.10546875,7.54296875,34.0,112.32421875,4.0,41.5,14.3125,3.5,3.6640625,0.6875,13.3203125,0.0625,126.8125,2.0625,118.1875
7.25,0.25,30.0,78.125,0.2249999999999999,24.125,4.375,30.0,25.375,1.0,6.875,13.25,15.21160888671875,1.75,3.125,2.5,0.0,92.375,7.0,1.25
5.0,0.525,27.0,246.0,0.28,31.0,1.0,21.0,9.0,3.0,40.5,11.25,2.25,19.90234375,3.5,10.75,0.0,110.25,13.96875,191.0
5.61328125,0.300234375,26.0,86.3515625,0.523359375,17.83984375,1.703125,28.0,15.63671875,2.0,25.015625,6.1796875,7.4453125,6.12890625,10.8203125,5.8359375,0.0078125,106.1640625,13.96875,133.671875
25.426437377929688,0.468125,34.0,149.8937225341797,0.4713714599609375,107.96875,5.7725982666015625,31.0,110.08023071289062,3.0,37.9375,5.0,7.375,10.137283325195312,2.4375,5.0625,0.0,85.625,9.15625,81.40625
1.0,0.365,28.0,55.0,0.605,2.0,1.0,35.0,1.0,1.0,37.5,14.0,11.5,2.0,3.0,4.5,1.0,104.5,6.5,70.0
16.0,0.3325,21.0,141.0,0.43,54.0,3.0,25.0,59.0,1.0,24.5,7.5,8.75,4.0,6.75,10.875,1.125,109.375,8.125,203.375
5.509944915771484,0.4053124999999999,28.0,182.21040725708008,0.5902757263183593,22.256393432617188,2.9316482543945312,33.0,16.400150299072266,0.0,10.9296875,3.9453125,1.6875,2.772430419921875,7.671875,0.265625,0.0,42.140625,8.6953125,25.671875
24.5,0.4548919105529785,41.0,94.48046875,0.43,50.75,0.67578125,32.0,54.0,5.0,17.918322563171387,14.3125,4.399326324462891,15.5,0.4150886535644531,13.3203125,0.2891006469726562,109.58218574523926,12.48873519897461,65.08849906921387
20.34375,0.32,29.0,349.5,0.605,37.875,2.375,28.0,37.15625,0.0,22.0,7.0,3.0,19.90234375,0.0,2.0,1.125,61.0,4.0,290.829833984375
34.484375,0.56,31.0,47.28125,0.3815625,107.96875,13.4375,31.0,121.9296875,1.0,2.0,1.0,1.0,0.75,0.0,0.0,0.0,3.0,0.0,162.0
12.875,0.28515625,29.0,58.0,0.24625,24.875,3.5,26.0,27.875,0.0,16.0625,14.3125,15.21160888671875,2.375,13.375,13.3203125,0.34375,126.8125,13.96875,76.5
34.0,0.4175,34.0,42.75,0.3875,107.96875,13.8046875,28.0,121.9296875,1.0,19.25,4.0,2.25,2.25,7.0,5.25,0.25,60.25,2.0,27.25
18.5625,0.3894921875,32.0,293.5625,0.47,34.1875,10.5,31.0,40.6875,3.0,41.5,9.94921875,15.21160888671875,3.8125,1.953125,13.3203125,0.00390625,126.8125,7.68359375,290.829833984375
1.0,0.4624999999999999,37.0,14.0,0.5,4.0,0.0,24.0,3.0,0.0,22.5,1.0,1.875,1.0,2.625,0.0,0.0,58.89771270751953,2.53125,136.5
7.0,0.4,28.0,36.5,0.18,24.0,1.5,24.0,18.25,0.0,10.0,1.0,1.0,4.75,3.0,1.0,1.0,7.0,0.0,290.829833984375
34.0,0.325,27.0,7.0,0.38,99.0,2.0,23.0,86.0,1.0,20.5,6.5,4.5,1.0,3.5,5.5,0.5,34.0,2.5,212.5
31.0859375,0.3953129577636719,46.0,116.98046875,0.3125,62.14453125,13.8046875,32.0,78.623046875,5.0,18.668365478515625,2.1887969970703125,4.423873901367188,2.451171875,7.821077346801758,4.208747863769531,0.0473918914794921,59.92436599731445,1.588422775268555,214.71690368652344
23.2109375,0.336982421875,31.0,314.1796875,0.268046875,65.6171875,5.2265625,31.0,66.0,2.0,7.2990570068359375,6.42742919921875,10.700439453125,15.78125,13.375,4.8270263671875,1.125,63.58268737792969,13.96875,102.24484252929688
42.5,0.56,25.0,349.5,0.235,64.0,8.5,29.0,85.421875,1.0,27.0,7.0,1.0,1.0,5.0,7.0,1.125,54.5,3.5,156.0
21.75,0.56,27.0,140.0,0.435,51.0,13.8046875,30.0,43.0,2.0,23.5,7.0,0.0,18.5,3.0,7.0,1.125,23.0,3.0,290.829833984375
2.5,0.5125,24.0,45.0,0.605,13.0,1.0,29.0,10.0,1.0,11.75,2.25,6.75,1.5,7.25,3.25,1.0,24.0,5.25,134.25
2.0,0.17,29.0,313.5,0.0,27.5,0.0,23.0,5.0,0.0,0.5,1.5,2.5,19.90234375,12.0,1.0,0.0,10.0,0.5,1.0
25.0,0.3875,23.0,140.0,0.4349999999999999,97.0,13.8046875,28.0,86.0,1.0,14.75,4.125,3.6875,14.5,5.6875,2.875,0.0,46.6875,11.3125,22.375
45.0,0.56,30.0,127.0,0.56,82.0,13.8046875,26.0,92.0,3.0,17.875,4.5,1.0625,2.0,4.625,13.3203125,0.75,22.25,6.3125,261.625
19.90625,0.4110546874999999,29.0,112.0,0.37875,60.125,8.78125,24.0,64.875,4.0,28.92919921875,3.7509765625,6.767578125,10.75,5.5166015625,3.8359375,0.140625,39.974853515625,4.327392578125,290.829833984375
18.625,0.265,26.0,114.5625,0.424375,41.84375,7.1875,27.0,46.5625,0.0,8.5,11.5,11.5,5.96875,7.0,1.5,0.0,66.5,2.5,0.0
36.5101318359375,0.4,28.0,291.2689208984375,0.308778076171875,106.243408203125,9.770263671875,26.0,86.6412353515625,0.0,24.75,14.25,15.21160888671875,19.90234375,6.5,6.5,1.125,109.75,3.25,25.5
19.0,0.5449999999999999,24.0,42.0,0.18,87.0,11.0,35.0,93.0,1.0,15.0,14.3125,0.5,0.0,2.5,4.5,0.0,47.0,1.0,283.5
18.875,0.4321093749999999,28.0,81.796875,0.3759375,55.390625,4.203125,35.0,54.609375,3.0,6.27734375,0.6953125,6.4140625,5.09375,12.6484375,1.1796875,0.0,13.07421875,1.9609375,3.34765625
13.0,0.56,27.0,133.75,0.485,39.8125,3.25,24.0,37.39111328125,0.0,31.25526428222656,3.0,2.25,1.0,3.0,7.0,0.0,78.70046997070312,6.0,22.5
0.0,0.5449999999999999,27.0,60.0,0.2,8.0,0.0,25.0,4.0,0.0,17.25,4.25,2.25,4.0,2.0,12.0146484375,0.0,39.974853515625,4.3037109375,40.0
33.8203125,0.5198046875,26.0,166.4140625,0.4111718749999999,75.921875,6.5859375,35.0,80.6640625,4.0,19.580078125,10.40234375,10.302734375,9.890625,3.953125,11.447265625,1.0859375,63.392578125,10.71484375,149.970703125
1.0,0.23,25.0,139.5,0.25,8.5,0.5,27.0,2.5,1.0,5.0,0.5,0.5,7.0,1.0,1.0,1.125,2.0,0.5,73.0
45.625,0.56,33.0,40.875,0.41,82.5,9.75,29.0,121.625,5.0,36.27436065673828,4.5023956298828125,9.84231185913086,1.125,4.2161407470703125,3.761528015136719,1.0324211120605469,53.71379852294922,7.538993835449219,227.002197265625
5.5,0.51,23.0,33.5,0.46,10.0,8.0,25.0,12.0,0.0,10.0,14.3125,10.0,0.0,6.0,13.0,1.0,60.0,13.96875,225.0
21.5,0.0,19.0,286.5,0.605,50.125,3.0,32.0,40.6875,0.0,0.0,0.0,0.0,7.25,7.0,0.0,0.0,2.0,0.0,0.0
22.375,0.56,29.0,14.125,0.3025,89.125,12.75,30.0,98.625,3.0,15.0625,4.9375,1.375,0.125,0.78125,3.59375,0.0,45.5625,2.625,6.21875
25.0,0.37,23.0,349.5,0.4596484375,84.96875,0.5,26.0,99.0,0.0,20.5,3.9375,10.25,15.5,7.0,3.15625,0.5,92.375,7.988037109375,16.5
13.0625,0.4675,24.0,45.0,0.24,62.0,0.46875,25.0,24.5,2.0,41.5,1.75,14.5,5.0,0.25,8.0,0.25,108.0,13.96875,148.5
2.75,0.4122412109375,30.0,4.0,0.36,7.75,1.0,27.0,3.5,4.0,19.924560546875,4.18896484375,4.099609375,4.5,5.696044921875,3.7939453125,0.0,55.801025390625,8.818603515625,37.0888671875
13.4375,0.504283447265625,33.0,173.78125,0.2971875,47.46875,5.5625,29.0,42.84375,5.0,8.722900390625,4.379150390625,1.2406005859375,6.34375,3.5072021484375,2.332763671875,0.0166015625,21.95654296875,4.609619140625,180.3775634765625
5.0,0.33,22.0,195.0,0.18,34.0,2.0,22.0,15.0,1.0,0.0,0.0,0.0,19.90234375,0.0,1.0,0.0,1.0,0.0,70.0
45.625,0.3269487857818604,36.0,75.1046142578125,0.378734130859375,107.11083984375,12.1234130859375,34.0,121.9296875,5.0,22.08827257156372,2.493708848953247,5.47550368309021,6.3555908203125,13.375,2.9752116203308105,0.2667350769042969,70.66964483261108,8.512143850326538,5.845846891403198
10.0,0.4287567138671875,29.0,107.8828125,0.59,55.0,8.0,33.0,21.25,5.0,20.70611572265625,5.6329345703125,2.21551513671875,4.0,2.69384765625,9.28216552734375,1.125,57.88714599609375,2.0106201171875,203.8970947265625
27.0,0.56,23.0,44.0,0.48,70.0,2.0,27.0,51.0,3.0,9.65234375,12.75390625,8.7734375,19.90234375,1.7109375,3.375,1.125,31.62890625,6.16796875,75.171875
22.375,0.45,26.0,26.09765625,0.24875,79.46875,2.0,27.0,69.53125,0.0,41.5,2.25,4.453125,4.5,0.0,7.87109375,0.0,83.0,6.0,222.671875
13.4921875,0.56,29.0,226.75,0.5,24.78349781036377,3.5,25.0,26.5,0.0,22.546875,4.125,2.0,13.0,2.0,4.28125,0.0,60.59375,4.859375,53.78362464904785
16.9970703125,0.511240234375,32.0,94.48046875,0.4100097656249999,55.36328125,7.6650390625,31.0,36.703125,2.0,35.08984375,6.15625,7.390625,19.90234375,6.818359375,7.021484375,0.0810546875,44.8193359375,8.0576171875,140.6904296875
1.0,0.22,27.0,89.0,0.605,16.0,5.0,27.0,6.0,1.0,8.0,0.0,0.0,15.0,0.0,0.0,0.0,31.0,0.0,82.0
15.0,0.486875,21.0,0.0,0.55,55.0,12.0,32.0,76.0,2.0,10.1875,2.25,2.4375,0.0,6.125,0.625,0.3125,15.625,3.5625,251.4375
13.4921875,0.43,27.0,159.0,0.605,37.125,2.0,25.0,34.5,0.0,41.5,3.75,2.185546875,5.939453125,1.5,12.04296875,1.0,83.3125,5.2888593673706055,72.0
12.5,0.56,31.0,36.25,0.605,44.75,12.75,31.0,51.0,4.0,12.34375,0.59375,1.9765625,1.75,1.2421875,2.13671875,0.90234375,6.15625,0.92578125,120.16015625
45.625,0.4295769119262695,31.0,75.5546875,0.45009765625,107.96875,7.90234375,32.0,121.9296875,5.0,6.598800659179688,9.329254150390623,3.891201019287109,7.826171875,9.820892333984377,3.9772262573242174,0.15673828125,35.764305114746094,6.210193634033203,139.24680709838867
16.0,0.355,27.0,232.0,0.43,49.0,0.0,29.0,54.0,1.0,7.0,7.0,0.5,1.0,0.5,1.5,0.0,19.5,1.5,166.0
16.25,0.4694531249999999,32.0,78.5,0.1575,51.3486328125,1.0,29.0,38.0,0.0,11.84375,7.0,2.185546875,5.96875,4.0,0.640625,0.015625,60.0,1.0,11.0
7.0,0.3712890625,23.0,84.0,0.345,30.5,0.5,26.0,22.5,0.0,17.25,1.5,4.0,4.0,0.9163665771484376,0.0,0.0,52.0,1.5625,1.25
4.75,0.326484375,30.0,176.8125,0.4728124999999999,37.6875,7.4375,35.0,25.53125,2.0,23.10546875,12.62890625,14.453125,9.53125,1.80078125,6.83984375,0.0,126.8125,6.3203125,10.5
27.84375,0.369921875,31.0,31.09375,0.360625,81.34375,13.8046875,29.0,75.34375,3.0,26.0078125,13.71875,3.484375,2.0,0.0546875,13.3203125,0.6328125,126.8125,5.4453125,89.671875
14.5,0.4694531249999999,24.0,0.0,0.305,57.25,1.0,27.0,45.0,0.0,30.43701171875,2.0,1.0,14.25,2.0,3.15625,0.0,59.4375,3.640625,166.0
20.0625,0.51640625,30.0,200.4375,0.4359375,57.640625,8.515625,28.0,47.765625,3.0,33.2109375,7.84375,3.828125,5.078125,5.78125,6.59375,0.9296875,82.21875,5.140625,64.9765625
39.375,0.305,32.0,265.125,0.4075341546535491,107.96875,9.04145050048828,25.0,121.9296875,0.0,17.5,8.0,14.0,15.4453125,10.0,11.5,0.0,105.5,7.0,14.0
19.234375,0.465,25.0,291.2689208984375,0.4111718749999999,43.0,8.5,33.0,64.0,0.0,10.4296875,1.0,0.0,9.0,1.25,4.0,0.0,16.0,4.4375,0.0
17.62890625,0.37,34.0,323.0,0.4375,80.125,0.0,32.0,38.0,1.0,17.0,14.0,1.0,17.625,0.0,12.0,0.0,82.0,3.0,226.0
31.10144114494324,0.5370374643802642,41.0,75.79300880432129,0.4242423152923583,37.552642822265625,5.49993634223938,35.0,62.14779496192932,5.0,25.048116445541385,12.399437427520752,0.5099391937255859,5.950597286224365,0.8892669081687927,8.568110525608063,0.0015273094177246,69.60566920042038,4.780365228652954,67.47544479370117
43.875,0.45,35.0,20.0,0.4,84.125,7.875,29.0,104.5,1.0,27.5,1.0,2.0,2.375,1.5,6.0,0.0,83.5,1.0,53.5
45.625,0.386875,35.0,36.875,0.4075,107.96875,10.375,29.0,121.9296875,3.0,41.5,3.21875,8.03125,0.125,11.578125,5.140625,0.75,126.8125,13.96875,122.875
32.7421875,0.4675,33.0,41.375,0.34359375,84.96875,7.75,29.0,79.0625,4.0,40.640625,12.3125,6.3125,14.9296875,2.6875,12.4375,1.125,114.546875,13.96875,142.78125
27.123046875,0.397509765625,27.0,108.50390625,0.4594921875,66.556640625,9.9609375,27.0,62.240234375,2.0,41.5,2.8095703125,8.1513671875,10.232421875,6.6064453125,5.5126953125,0.53515625,101.61328125,5.3017578125,64.3994140625
23.0,0.41,23.0,14.0,0.43,34.0,3.5859375,26.0,27.0,0.0,4.0,0.0,7.0,1.0625,0.0,1.0,0.0,12.0,0.0,6.0
25.0,0.51,33.0,78.5,0.5,43.1875,11.5,25.0,57.0,2.0,13.5,10.5,0.5,0.0,1.0,1.0,1.125,19.0,3.0,290.829833984375
33.25,0.41142822265625,28.0,2.5,0.43,50.75,13.8046875,27.0,82.125,5.0,35.60986328125,9.37744140625,14.718994140625,0.375,0.298583984375,13.3203125,0.03125,126.8125,13.96875,56.10693359375
14.75,0.5504492187500001,29.0,226.75,0.605,50.5,2.5,29.0,40.0,5.0,14.060302734375,1.036865234375,1.770751953125,10.75,0.796630859375,8.337890625,0.48583984375,32.610595703125,7.4970703125,165.218994140625
35.25,0.53,22.0,93.5,0.415625,107.96875,7.625,24.0,121.9296875,2.0,15.0,2.5,6.5,7.125,0.5,3.0,1.125,18.25,2.75,290.829833984375
23.5,0.47,22.0,171.5,0.565,87.0,6.0,34.0,74.5,1.0,16.0,2.0,6.0,12.5,11.0,4.0,0.0,39.0,7.0,82.0
